country,date,tests_cumulative,tests_cumulative_corrected,new_tests_corrected,pcr_tests_cum,rapid_test_cum,pcr_test_new,rapid_test_new,pcr_tests_cum_corrected,rapid_test_cum_corrected,pcr_test_new_corrected,rapid_test_new_corrected,all_pcr_test_cum,all_rapid_test_cum,all_new_tests,all_pcr_test_new,all_rapid_test_new,source,percentage_rapid_daily
Austria,2021-07-08,58003807,58003807,382522,13204419,44799388,66712,315810,13254098,44749709,66712,315810,13254098,44749709,415361,75864,339498,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8255995733578723
Austria,2021-07-09,58318037,58318037,314230,13267341,45050696,62922,251308,13317020,45001017,62922,251308,13317020,45001017,372489,63078,309411,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7997581389428126
Austria,2021-07-10,58731933,58731933,413896,13337318,45394615,69977,343919,13386997,45344936,69977,343919,13386997,45344936,382483,63398,319086,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8309309585016526
Austria,2021-07-11,59103861,59103861,371928,13363128,45740733,25810,346118,13412807,45691054,25810,346118,13412807,45691054,355435,56429,299006,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.930604848250199
Austria,2021-07-12,59420021,59420021,316160,13416557,46003464,53429,262731,13466236,45953785,53429,262731,13466236,45953785,354586,58255,296331,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8310064524291498
Austria,2021-07-13,59766496,59766496,346475,13477766,46288730,61209,285266,13527445,46239051,61209,285266,13527445,46239051,354457,58024,296433,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8233379031676167
Austria,2021-07-14,60048276,60048276,281780,13549847,46498429,72081,209699,13599526,46448750,72081,209699,13599526,46448750,346713,58877,287836,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.744194052097381
Austria,2021-07-15,60777719,60777719,729443,13575492,47202227,25645,703798,13625171,47152548,25645,703798,13625171,47152548,396273,53010,343263,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.9648430377699149
Austria,2021-07-16,61120263,61120263,342544,13670403,47449860,94911,247633,13720082,47400181,94911,247633,13720082,47400181,400318,57580,342738,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7229231865103461
Austria,2021-07-17,61529534,61529534,409271,13737493,47792041,67090,342181,13787172,47742362,67090,342181,13787172,47742362,399657,57168,342489,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8360743859203316
Austria,2021-07-18,61897934,61897934,368400,13780722,48117212,43229,325171,13830401,48067533,43229,325171,13830401,48067533,399153,59656,339497,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.882657437567861
Austria,2021-07-19,62160444,62160444,262510,13816195,48344249,35473,227037,13865874,48294570,35473,227037,13865874,48294570,391489,57091,334398,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.864869909717725
Austria,2021-07-20,62606905,62606905,446461,13883890,48723015,67695,378766,13933569,48673336,67695,378766,13933569,48673336,405773,58018,347755,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.848374214097088
Austria,2021-07-21,62918128,62918128,311223,13949517,48968611,65627,245596,13999196,48918932,65627,245596,13999196,48918932,409979,57096,352883,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7891319086314315
Austria,2021-07-22,63257889,63257889,339761,14013373,49244516,63856,275905,14063052,49194837,63856,275905,14063052,49194837,354310,62554,291756,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8120561218032676
Austria,2021-07-23,63571450,63571450,313561,14087916,49483534,74543,239018,14137595,49433855,74543,239018,14137595,49433855,350170,59645,290525,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7622695424494755
Austria,2021-07-24,63971146,63971146,399696,14163895,49807251,75979,323717,14213574,49757572,75979,323717,14213574,49757572,348802,60915,287887,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8099080301028782
Austria,2021-07-25,64337233,64337233,366087,14214348,50122885,50453,315634,14264027,50073206,50453,315634,14264027,50073206,348471,61947,286525,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8621830329948892
Austria,2021-07-26,64601940,64601940,264707,14254929,50347011,40581,224126,14304608,50297332,40581,224126,14304608,50297332,348785,62676,286109,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.846694647289267
Austria,2021-07-27,64955816,64955816,353876,14320079,50635737,65150,288726,14369758,50586058,65150,288726,14369758,50586058,335559,62313,273246,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8158959635578564
Austria,2021-07-28,65381760,65381760,425944,14385725,50996035,65646,360298,14435404,50946356,65646,360298,14435404,50946356,351947,62315,289632,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8458811486956032
Austria,2021-07-29,65725061,65725061,343301,14448488,51276573,62763,280538,14498167,51226894,62763,280538,14498167,51226894,352453,62159,290294,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.81717792840685
Austria,2021-07-30,66199742,66199742,474681,14525382,51674360,76894,397787,14575061,51624681,76894,397787,14575061,51624681,375470,62495,312975,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8380091050621364
Austria,2021-07-31,66567305,66567305,367563,14590133,51977172,64751,302812,14639812,51927493,64751,302812,14639812,51927493,370880,60891,309989,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8238370020921584
Austria,2021-08-01,66916743,66916743,349438,14647503,52269240,57370,292068,14697182,52219561,57370,292068,14697182,52219561,368501,61879,306622,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8358220914725931
Austria,2021-08-02,67201912,67201912,285169,14687153,52514759,39650,245519,14736832,52465080,39650,245519,14736832,52465080,371425,61746,309678,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8609596414757564
Austria,2021-08-03,67488430,67488430,286518,14716332,52772098,29179,257339,14766011,52722419,29179,257339,14766011,52722419,361802,56608,305194,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.898159975987547
Austria,2021-08-04,67771558,67771558,283128,14776016,52995542,59684,223444,14825695,52945863,59684,223444,14825695,52945863,341400,55756,285644,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7891978186544601
Austria,2021-08-05,68236738,68236738,465180,14852433,53384305,76417,388763,14902112,53334626,76417,388763,14902112,53334626,358811,57706,301105,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8357259555440905
Austria,2021-08-06,68525533,68525533,288795,14926436,53599097,74003,214792,14976115,53549418,74003,214792,14976115,53549418,332256,57293,274962,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7437524887896259
Austria,2021-08-07,68936690,68936690,411157,15026910,53909780,100474,310683,15076589,53860101,100474,310683,15076589,53860101,338484,62397,276087,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.755631060641069
Austria,2021-08-08,69283203,69283203,346513,15073220,54209983,46310,300203,15122899,54160304,46310,300203,15122899,54160304,338066,60817,277249,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8663542204765766
Austria,2021-08-09,69537945,69537945,254742,15107730,54430215,34510,220232,15157409,54380536,34510,220232,15157409,54380536,333719,60082,273637,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8645296024997841
Austria,2021-08-10,69537945,69537945,0,15107730,54430215,0,0,15157409,54380536,0,0,15157409,54380536,292788,55914,236874,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8645296024997841
Austria,2021-08-11,70108599,70108599,570654,15246879,54861720,139149,431505,15296558,54812041,139149,431505,15296558,54812041,333863,67266,266597,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7561587231492288
Austria,2021-08-12,70556406,70556406,447807,15307033,55249373,60154,387653,15356712,55199694,60154,387653,15356712,55199694,331381,64943,266438,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8656698086452422
Austria,2021-08-13,70836953,70836953,280547,15368986,55467967,61953,218594,15418665,55418288,61953,218594,15418665,55418288,330203,63221,266981,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7791706915418807
Austria,2021-08-14,71181744,71181744,344791,15432741,55749003,63755,281036,15482420,55699324,63755,281036,15482420,55699324,320722,57976,262746,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8150908811424892
Austria,2021-08-15,71577449,71577449,395705,15486311,56091138,53570,342135,15535990,56041459,53570,342135,15535990,56041459,327749,59013,268736,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.864621371981653
Austria,2021-08-16,71867850,71867850,290401,15524123,56343727,37812,252589,15573802,56294048,37812,252589,15573802,56294048,332844,59485,273359,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8697938367980826
Austria,2021-08-17,72155255,72155255,287405,15591581,56563674,67458,219947,15641260,56513995,67458,219947,15641260,56513995,373901,69122,304780,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7652859205650563
Austria,2021-08-18,72424887,72424887,269632,15660384,56764503,68803,200829,15710063,56714824,68803,200829,15710063,56714824,330898,59072,271826,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7448262817469736
Austria,2021-08-19,72867745,72867745,442858,15724844,57142901,64460,378398,15774523,57093222,64460,378398,15774523,57093222,330191,59687,270504,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.85444544300882
Austria,2021-08-20,73136356,73136356,268611,15779387,57356969,54543,214068,15829066,57307290,54543,214068,15829066,57307290,328486,58629,269857,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7969442800183164
Austria,2021-08-21,73502548,73502548,366192,15871248,57631300,91861,274331,15920927,57581621,91861,274331,15920927,57581621,331543,62644,268900,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7491452571328702
Austria,2021-08-22,73832634,73832634,330086,15905270,57927364,34022,296064,15954949,57877685,34022,296064,15954949,57877685,322169,59851,262318,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8969298909981035
Austria,2021-08-23,74116688,74116688,284054,15973147,58143541,67877,216177,16022826,58093862,67877,216177,16022826,58093862,321263,64146,257116,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7610419145655404
Austria,2021-08-24,74394675,74394675,277987,16035471,58359204,62324,215663,16085150,58309525,62324,215663,16085150,58309525,319917,63413,256504,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.775802465582923
Austria,2021-08-25,74676120,74676120,281445,16110122,58565998,74651,206794,16159801,58516319,74651,206794,16159801,58516319,321605,64248,257356,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7347581232567642
Austria,2021-08-26,75098854,75098854,422734,16180961,58917893,70839,351895,16230640,58868214,70839,351895,16230640,58868214,318730,65160,253570,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8324265377282168
Austria,2021-08-27,75354301,75354301,255447,16248104,59106197,67143,188304,16297783,59056518,67143,188304,16297783,59056518,316849,66960,249890,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7371548696989982
Austria,2021-08-28,75680725,75680725,326424,16330437,59350288,82333,244091,16380116,59300609,82333,244091,16380116,59300609,311168,65598,245570,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7477728353307355
Austria,2021-08-29,76013008,76013008,332283,16384437,59628571,54000,278283,16434116,59578892,54000,278283,16434116,59578892,311482,68452,243030,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8374879244499418
Austria,2021-08-30,76244732,76244732,231724,16421663,59823069,37226,194498,16471342,59773390,37226,194498,16471342,59773390,304006,64074,239933,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8393519877095165
Austria,2021-08-31,76575848,76575848,331116,16543772,60032076,122109,209007,16593451,59982397,122109,209007,16593451,59982397,311596,72614,238982,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.6312198746058783
Austria,2021-09-01,76859312,76859312,283464,16626834,60232478,83062,200402,16676513,60182799,83062,200402,16676513,60182799,311885,73816,238069,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7069751361724945
Austria,2021-09-02,77272254,77272254,412942,16707130,60565124,80296,332646,16756809,60515445,80296,332646,16756809,60515445,310486,75167,235319,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.8055513849402579
Austria,2021-09-03,77537962,77537962,265708,16780703,60757259,73573,192135,16830382,60707580,73573,192135,16830382,60707580,311952,76086,235866,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.723105815406386
Austria,2021-09-04,77883338,77883338,345376,16878840,61004498,98137,247239,16928519,60954819,98137,247239,16928519,60954819,314659,78343,236316,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7158546048364681
Austria,2021-09-05,78261780,78261780,378442,16980094,61281686,101254,277188,17029773,61232007,101254,277188,17029773,61232007,321253,85094,236159,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7324451302973771
Austria,2021-09-06,78531851,78531851,270071,17002948,61528903,22854,247217,17052627,61479224,22854,247217,17052627,61479224,326731,83041,243691,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.915377808057881
Austria,2021-09-07,78870408,78870408,338557,17110566,61759842,107618,230939,17160245,61710163,107618,230939,17160245,61710163,327794,80971,246824,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.6821273817998151
Austria,2021-09-08,79310183,79310183,439775,17234098,62076085,123532,316243,17283777,62026406,123532,316243,17283777,62026406,350124,86752,263372,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.7191018134273208
Austria,2021-09-09,79658152,79658152,347969,17376838,62281314,142740,205229,17426517,62231635,142740,205229,17426517,62231635,340843,95673,245170,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,0.5897910446045481
